title,description,genres
To Kill an Irishman,Tom Monagan is a hired assassin who finds himself in the middle of a mob war between the Italian mob and the Irish mob. He is hired by the Italian mob boss Mr. Paul Columbo to take out ... See full summary »,Action
Son Mektup,"Pilot Captain Salih Ekrem is a young air officer and one of the first Ottoman pilots. He lost his wife during the birth of his little daughter, Gülmelek. In February 1915 with the first ... See full summary »","['Action', 'Drama', 'History']"
Santo vs. the Zombies,Wrestling superhero Santo battles an evil scientist who has created a race of zombies.,"['Adventure', 'Horror', 'Action']"
Green Arrow: Duality,"Three years after disappearing and shipwrecking on an island in the North China Sea, billionaire Oliver Queen returns home to Star City. Just as he returns home, an ancient and evil power ... See full summary »",Action
Restraining Order,"Robert Woodfield is a criminal defense attorney, and he has defended a lot of criminals, many of whom are guilty, but has maintained that everyone deserves a competent defense, which he ... See full summary »","['Action', 'Thriller']"
Jin pai shi jie,Girl goes to Hong Kong to testify against mafioso. Two local police officers are there to protect you. Possible rent killers as well.,Action
Abang Long Fadil 2,"A story about Fadil who fall into mafia world led by Taji Samprit and his son Wak Doyok. An incident causes Inspector Wahab and Inspector Shuib to suspect Fadil as Tiger, a professional assassin.","['Action', 'Comedy', 'Crime']"
The Web of Death,"Thanks to such filmmakers as choreographers Tang Chia and Yuen Cheung-yan (brother of Matrix master Yuen Woo-ping), this battle between Scorpion, Snake, and Centipede sects to create the ""... See full summary »","['Action', 'Drama', 'Fantasy']"
ACT 1978,ACT 1978 talks about a pregnant woman who chooses her own way to condemn the injustices caused by the bureaucratic system.,"['Action', 'Drama', 'Thriller']"
Travelator,"Teenage assassin sets out on a long voyage to gun down a witness under protection program, who luxuriates in the artificial worlds of Las Vegas.","['Action', 'Crime', 'Drama']"
Kamen Rider W Forever: A to Z/The Gaia Memories of Fate,"A mercenary group called NEVER lead an assault onto Futo City using T2 Gaia Memories, a series of enhanced Gaia Memories based on data from the Kamen Riders. To protect their city, Shotaro and Philip have to uncover the secrets behind it.","['Action', 'Adventure', 'Drama']"
Golden Slumber,Aoyagi meets an old friend and ends up framed for the murder of the prime minister.,"['Action', 'Drama', 'Thriller']"
Sakka Podu Podu Raja,Santa helps a gangster Bhavani's sister elope with her lover enraging him and unknowingly falls in love with Bhavani's younger sister.,"['Action', 'Comedy']"
Death Note 2,Sequel based on the 2017 film.,"['Action', 'Crime', 'Drama']"
Red Eagle,"Year 2016, Bangkok is a rotten capital infested with chaos and criminals. Widespread corruption by politicians has dipped the moral compass to a new low, and the government's hasty plan to ... See full synopsis »","['Action', 'Sci-Fi', 'Thriller']"
The Demolisher,"In this gripping vigilante thriller, a seemingly ordinary repairman becomes a one-man wrecking ball and takes to the streets looking to right the innumerable wrongs of a city gone mad.","['Action', 'Horror', 'Thriller']"
Scarlet River,"Unable to find open range near Hollywood, western actor Tom Baxter and his troop head to Judy Blake's ranch to shoot their film. Tom soon learns her foreman has been rustling and poisoning ... See full summary »","['Action', 'Adventure', 'Comedy']"
The Whispering Shadow,"A mysterious criminal known as The Whispering Shadow commits crimes by means of a gang he controls by television and radio rays. Jack Norton, whose brother was murdered by The Whispering ... See full summary »","['Action', 'Crime', 'Family']"
Slime City Massacre,"In the wake of a ""dirty bomb"" attack, a New York City neighborhood known as ""Slime City"" has been evacuated, except for the homeless (""displaced refugees""). Four squatters searching for ... See full summary »","['Action', 'Horror', 'Sci-Fi']"
Alterscape,"After a failed suicide attempt, a young man coping with loss and depression, submits to a series of trials that fine-tune human emotions, but his unique reaction to the tests send him on a ... See full summary »","['Action', 'Sci-Fi', 'Thriller']"
Battle Royale,"A group of teens face off against each other in a futuristic survival game held on a remote island. Based on the 2000 Japanese film ""Battle Royale"".","['Action', 'Adventure', 'Sci-Fi']"
Devi Sri Prasad,"A group of three close friends, including Devi, Sri and Prasad live a happy life and when everything seems as well for them, a major car accident involving the popular heroine, Leela, ... See full summary »","['Action', 'Drama']"
New Gladiators,"The New Gladiators a film financed by the late Elvis Presley and featuring some of the 1970's greatest karate champions, has been found, restored, and is now made available for release by Rising Sun Productions.","['Documentary', 'Action']"
The Dragonphoenix Chronicles: Indomitable,"A savage warrior escapes slavery and hunted by his former masters, begins a perilous journey back to his homeland and his wife.","['Action', 'Adventure', 'Fantasy']"
The Ascent,"Mountain guide, Emily Wilks, is forced to lead a group of men up the perilous Devil's Peak. But leading the group up Devil's Peak is just a stalling tactic until Emily reveals her own dark secret.","['Action', 'Drama', 'Thriller']"
Captain of Cosmos,"There exists the Cosmos Warriors, a team tasked with the duty of protecting freedom, justice, and peace of the universe. When the Master of the Cosmos Warriors was killed onboard a ... See full summary »","['Animation', 'Action', 'Sci-Fi']"
Kempe Gowda,An enraged and influential gangster plans the ultimate vengeance against an honest police officer.,"['Action', 'Crime', 'Thriller']"
King of Britons,"The Britons are betrayed and attacked by the Saxons. Separated from his people, the leader of the Britons is taken in and tended to. While recovering, he discovers how badly his people are ... See full summary »",Action
Moot yat paai dui,"On one fateful day, five of main characters' lives will intertwine together from a bank heist where the robbers are armed with bombs. We will meet a misunderstood college dropout, a bank ... See full summary »","['Action', 'Crime', 'Drama']"
Daulat Ki Jung,Two young lovers elope to get married and get caught between two gangs searching for buried treasure.,"['Action', 'Adventure', 'Romance']"
Padayottam,A prince comes back to his native land to take revenge on those who conspired against him. Inspired from the novel The Count of Monte Christo,"['Action', 'Drama', 'Thriller']"
The Alliance,"4 drug dealers call a truce and form an Alliance,but after 20 years of peace one member is forced to kill the others.","['Action', 'Crime']"
Shadow of the Dragon,"Tony Baker (Jimmy Williams), a Viet Nam vet who is now an L.A. detective is on the trail of the 'Mekong Dragon', assisted by his partner Brian O'Malley (Sandy Palm) and police Captain ... See full summary »","['Action', 'Crime']"
The Storm,"With the increasing wave of crime in the city, the Police Force finds itself drawn into a maze of conspiracies, masterminded by the very people charged with upholding the rule of law and order.","['Action', 'Crime', 'Drama']"
Professionals for a Massacre,"Caught selling stolen guns, three Confederate soldiers get a reprieve from the firing squad, provided they go into Mexico on a mission to recover stolen gold belonging to the Confederacy.","['Action', 'Adventure', 'Western']"
Fall: The Price of Silence,A professional thief turns state's evidence on his Mafia boss and enters into the witness protection program.,Action
12 Rounds,"Mac a faded boxer and former contender for the world champion title is now a door to door salesman, He makes just enough money to raise his little daughter Sofia, A young filmmaker challenge him to make a come back and fight for the title.","['Action', 'Drama', 'Romance']"
Juarez 2045,Its the year 2045. War on drugs in Mexico has escalated as a ruthless drug Cartel use robots to enforce their operations.,"['Action', 'Adventure', 'Sci-Fi']"
Le vilain,"With gun-toting rivals on his tail, a daring bank robber takes refuge in the quiet residential street here he grew up and where his mother, Maniette, still lives. An unscrupulous property ... See full summary »","['Action', 'Comedy', 'Crime']"
10000 Hours,A senator is forced to go on the run after killing a judge and fights to clear his name.,"['Action', 'Drama', 'Thriller']"
Alluda Majaaka!,"Village bullies attempt to acquire lucrative land and engineer advantageous marital alliances, while the protagonists fight for love and honor.","['Action', 'Comedy', 'Drama']"
The Valiant,"During World War II, two Italian frogmen, who placed magnetic mines under a British warship, are captured and interrogated by British intelligence about their mission.","['Action', 'Drama', 'War']"
